#    FORMAT : FocalMechanism_Associated | csv format
#    Author : Tobias Diehl, Swiss Seismological Service, ETH Zurich
#    Version: 20260116 | 2026/01/16
# 01 YYYY   : Origin-Time of preferred location method - Year
# 02 MM     : Origin-Time of preferred location method - Month
# 03 DD     : Origin-Time of preferred location method - Day
# 04 HH     : Origin-Time of preferred location method - Hour
# 05 MI     : Origin-Time of preferred location method - Minute
# 06 SS     : Origin-Time of preferred location method - Second
# 07 Lat    : Preferred location method: latitude  (in deg)
# 08 Lon    : Preferred location method: longitude (in deg)
# 09 Dep    : Preferred location method: focal depth (below sea level, in km)
# 10 Mag    : Preferred location method: Magnitude as reported in bulletin
# 11 CAT-ID : ID of catalog used for preferred location:
#             -> BULLETIN   : Location is from SED (absolute) bulletin
#             -> ABSRELOC   : Location is from absolute-relocation catalog (the updated Diehl et. al. 2021 paper)
#             -> DDR-<ClID> : Location if from regional relative-relocation catalog. The ID of the regional catalog is indicated by <ClID> | NOTE: Relative errors of the regional catalogs should be ignored since biased by absolute shifts of clusters
#             -> DDC-<ClID> : Location if from local (cluster) relative-relocation catalog. The specific cluster is indicated by <ClID> | NOTE: Most reliable since most thorough QC. Absolute location can be shifted in respect to DDR solutions
# 12 ALQ    : Absolute location quality parameters: Location Quality A-D using a modified definition of Lee et al 2023 (GJI):
#             -> A : Gap < 160deg && Nobs >= 10 && RMS <= 0.5 s && MDIst <= 1.5*edep -> Well locatable in epicentre and depth, absolute errors are likely realistic for epi and depth
#             -> B : Gap < 160deg && Nobs >= 10 && RMS <= 0.5 s && MDIst >  1.5*edep -> Well locatable in epicentre          , absolute errors are likely realistic for epi
#             -> C : If neither A,B and D                                            -> fairly well-locatable in epicentre and fairly-well to poorly locatable in depth, absolute errors can be underestimated
#             -> D : Gap > 180deg || Nobs < 5   || RMS > 0.5 s                       -> Poorly locatable in epicentre and depth, absolute errors most likely underestimated/unreliable
# 13 AP     : Active plane e.g. from relative-relocations; 0: Unknown; 1: Plane-1; 2: Plane-2
# 14 S1     : Strike1 deg - Definition Aki & Richards
# 15 D1     : Dip1    deg - Definition Aki & Richards
# 16 R1     : Rake1   deg - Definition Aki & Richards
# 17 S2     : Strike2 deg - Definition Aki & Richards
# 18 D2     : Dip2    deg - Definition Aki & Richards
# 19 R2     : Rake2   deg - Definition Aki & Richards
# 20 Paz    : P-axis azimuth
# 21 Ppl    : P-axis plunge
# 22 Taz    : T-axis azimuth
# 23 Tpl    : T-axis plunge
# 24 FMQ    : Quality of focal mechanism (1-4) - 1: highest quality; not fully consistent over time and between Deichmann and Diehl. Only class 1-2 remain
# 25 FMT    : Type of focal mechanism as reported in original file (SS: Strike-Slip, NF: Normal-Fault, TF: Thrust/Reverse-Fault, ON: Oblique-Normal (transtensional), OT: Oblique-Thrust (transpresional, etc.))
# 26 ScR    : Scalar rake value indicating faulting regime following Mazzotti et al.: BSGF 2021 - -1: normal fault; 0: strike-slip; +1:thrust/reverse
# 27 ME     : Method either FM (from first-motion solution) or MT (from double-couple solution of moment tensor)
# 28 Mw     : Corresponding moment magnitude either from (in order of preferrance): MT, Mw_spec, Ml2Mw_scaling
# 29 M0     : Corresponding seismic moment in Nm - from MT or converted from preferred Mw
# 30 EvID_KP: Event-ID following traditional SED definition (KP-system)
# 31 EvID_DD: Event-ID to be used for hypoDD relative relocations
# 32 CH-X   : CH-coordinates in m of preferred location method - 999000: outside of defined range
# 33 CH-Y   : CH-coordinates in m of preferred location method - 999000: outside of defined range
# 34 FMCAT-OTDa: Indicates origin-time date information originally reported in Deichmann+Diehl FM-catalog. Especially for events in 90ies and 80ies magnitudes, depth and OT can deviate significantly
# 35 FMCAT-OTTi: Indicates origin-time time information originally reported in Deichmann+Diehl FM-catalog. Especially for events in 90ies and 80ies magnitudes, depth and OT can deviate significantly
# 36 FMCAT-LAT: Indicates location    information originally reported in Deichmann+Diehl FM-catalog. Especially for events in 90ies and 80ies magnitudes, depth and OT can deviate significantly
# 37 FMCAT-LON: Indicates location    information originally reported in Deichmann+Diehl FM-catalog. Especially for events in 90ies and 80ies magnitudes, depth and OT can deviate significantly
# 38 FMCAT-DEP: Indicates location    information originally reported in Deichmann+Diehl FM-catalog. Especially for events in 90ies and 80ies magnitudes, depth and OT can deviate significantly
# 39 FMCAT-MAG: Indicates magnitude   information originally reported in Deichmann+Diehl FM-catalog. Especially for events in 90ies and 80ies magnitudes, depth and OT can deviate significantly
# 40 MiDis  : Distance to closest statiion in km of preferred absolute location (additional information for reliability of hypocenter)
# 41 Depi     : Control - Difference in epicenter (km) between preferred method and original solution in Deichmann+Diehl FM catalog
# 42 Ddep     : Control - Difference in f. depthr (km) between preferred method and original solution in Deichmann+Diehl FM catalog
# 43 Dmag     : Control - Difference in magnitude      between preferred method and original solution in Deichmann+Diehl FM catalog
# 44 Region : Region/Name provided in original FM-catalog
# 45 FMCAT-REF: Lists links with references provided in an external file of N. Deichmann (maintained by T. DIehl)
#
#01  |02|03|04|05|06  |07       |08         |09       |10   |11    |12 |13|14|15 |16  |17 |18 |19  |20 |21 |22 |23 |24 |25 |26    |27|28   |29           |30               |31       |32     |33     |34        |35        |36       |37       |38       |39       |40   |41  |42  |43  |44    |45       |
#YYYY|MM|DD|HH|MI|SS.S|Lat      |Lon        |Dep      |Mag  |CAT-ID|ALQ|AP|S1|D1 |R1  |S2 |D2 |R2  |Paz|Ppl|Taz|Tpl|FMQ|FMT|ScR   |ME|Mw   |M0           |EvID_KP          |EvID_DD  |CH-X   |CH-Y   |FMCAT-OTDa|FMCAT-OTTi|FMCAT-Lat|FMCAT-Lon|FMCAT-Dep|FMCAT-MAG|MiDis|Depi|Ddep|Dmag|Region|FMCAT-Ref|
1976|03|02|08|27|57.3| 47.568000|   9.435000|   13.000| 3.50|BULLETIN|B|0| 31| 90|   0|301| 90| 180|346|  0| 76|  0| 2|  SS| 0.000|FM| 3.25|   8.4140e+13|KP197603020828   |197600013| 750214| 270499|1976/03/02|08:27:00.0| 47.600|   9.400|   10.0| 3.7| 27.0|  4.4|  3.0|-0.2|Bodensee|1 3|
1977|03|05|13|31|22.5| 46.409000|   7.392000|   14.000| 4.10|BULLETIN|D|0|351| 73|   0|260| 90| 163|307| 12|214| 12| 2|  SS| 0.094|FM| 3.80|   5.6234e+14|KP197703051331   |197700029| 596413| 139739|1977/03/05|13:31:00.0| 46.420|   7.390|    9.0| 4.1| 10.0|  1.2|  5.0| 0.0|Iffigenalp|2|
1977|07|27|07|50|17.5| 46.330000|   7.427000|    7.000| 3.20|BULLETIN|B|0|351| 73|   0|260| 90| 163|307| 12|214| 12| 2|  SS| 0.094|FM| 3.01|   3.6728e+13|KP197707270750   |197700080| 599103| 130956|1977/07/27|07:50:00.0| 46.320|   7.420|    7.0| 3.2|  5.0|  1.2|  0.0| 0.0|Zeuzier|2|
1977|11|21|19|27|40.4| 47.282000|   8.547000|   27.000| 3.40|BULLETIN|D|0| 33| 80|  -5|124| 85|-170|349| 11|258|  4| 1|  SS|-0.083|FM| 3.17|   6.3826e+13|KP197711211927   |197700141| 683853| 237381|1977/11/21|19:27:00.0| 47.280|   8.580|   25.0| 3.5| 25.0|  2.5|  2.0|-0.1|Horgen|2 3 4|
1978|08|13|04|02|26.0| 47.270000|   7.722000|   23.000| 3.20|BULLETIN|D|0|121| 66|-168| 26| 79| -24|341| 25| 75|  8| 1|  SS|-0.200|FM| 3.01|   3.6728e+13|KP197808130402   |197800126| 621444| 235494|1978/08/13|04:02:00.0| 47.290|   7.690|   24.0| 3.4| 10.0|  3.3| -1.0|-0.2|Oensingen|2 3 4|
1978|08|28|14|44|39.9| 47.343000|   8.910000|   25.000| 3.10|BULLETIN|B|0|  9| 40| -46|137| 62|-120|  1| 60|249| 12| 1|  ON|-0.589|FM| 2.93|   2.7861e+13|KP197808281444   |197800131| 711186| 244613|1978/08/28|14:44:00.0| 47.350|   8.920|   22.0| 2.8| 11.0|  1.1|  3.0| 0.3|Baeretswil|2 3 4|
1979|07|03|21|13|10.9| 46.930000|   7.038000|   28.000| 3.80|BULLETIN|D|0|285| 86| 179| 15| 89|   4|150|  2|240|  4| 1|  SS| 0.028|FM| 3.52|   2.1380e+14|KP197907032113   |197900162| 569490| 197735|1979/07/03|21:13:00.0| 46.925|   7.072|   30.0| 3.8| 22.0|  2.6| -2.0| 0.0|Murten|3|
1979|11|30|00|44|52.8| 47.278000|   8.517000|   31.000| 3.00|BULLETIN|B|0|296| 84|-176|206| 86|  -6|161|  7|251|  1| 1|  SS|-0.056|FM| 2.85|   2.1135e+13|KP197911300044   |197900288| 681590| 236905|1979/11/30|00:44:00.0| 47.270|   8.510|   27.0| 3.1| 25.0|  1.0|  4.0|-0.1|Albis|2 3 4|
1980|07|15|12|17|22.0| 47.628000|   7.518000|   15.000| 4.40|BULLETIN|D|0|125| 80| 174|216| 84|  10|350|  3| 81| 11| 1|  SS| 0.089|FM| 4.10|   1.5849e+15|KP198007151217_1 |198000100| 605967| 275263|1980/07/15|12:17:00.0| 47.673|   7.475|   12.0| 4.7| 18.0|  6.0|  3.0|-0.3|Sierentz|14 18|
1980|07|15|12|54|46.0| 47.647000|   7.478000|   11.000| 3.70|BULLETIN|D|0|117| 46|-132|349| 58| -55|314| 60| 55|  6| 1|  ON|-0.572|FM| 3.43|   1.5668e+14|KP198007151254   |198000107| 602959| 277373|1980/07/15|12:54:00.0| 47.674|   7.485|   10.0| 3.7| 20.0|  3.0|  1.0| 0.0|Sierentz|14 18|
1980|07|16|15|00|48.5| 47.653000|   7.503000|   17.000| 4.00|BULLETIN|D|0|201| 42|  64| 54| 53| 111|129|  6| 21| 72| 1|  TF| 0.739|FM| 3.52|   2.1380e+14|KP198007161500   |198000116| 604837| 278041|1980/07/16|15:00:00.0| 47.671|   7.481|   13.0| 3.8| 21.0|  2.6|  4.0| 0.2|Sierentz|14 18|
1982|03|25|18|45|19.1| 47.487000|   7.572000|    3.000| 2.50|BULLETIN|D|0|110| 79|-172| 18| 82| -11|334| 13| 64|  2| 1|  SS|-0.106|FM| 2.49|   6.0954e+12|KP198203251845   |198200075| 610052| 259591|1982/03/25|18:45:00.0| 47.487|   7.601|    7.0| 2.5|  5.0|  2.2| -4.0| 0.0|Reinach|14 18|
1982|09|03|19|12|14.3| 47.453000|   7.865000|   10.000| 2.40|BULLETIN|D|0| 97| 70|-175|  5| 85| -20|319| 18| 53| 10| 1|  SS|-0.139|FM| 2.42|   4.7863e+12|KP198209031912   |198200162| 632155| 255889|1982/09/03|19:12:00.0| 47.420|   7.900|   11.0| 2.5| 26.0|  4.5| -1.0|-0.1|Hauenstein|2 3 4|
1982|10|04|04|06|31.0| 47.674000|   7.852000|   23.000| 2.90|BULLETIN|D|0| 36| 74|  -6|128| 84|-164|353| 15|261|  7| 1|  SS|-0.122|FM| 2.89|   2.4266e+13|KP198210040406   |198200223| 631045| 280456|1982/10/04|04:06:00.0| 47.674|   7.852|   23.0| 2.9| 34.8|  0.0|  0.0| 0.0|Wiesental|14 18|
1982|11|08|13|02|31.9| 46.100000|   6.300000|   10.000| 3.30|BULLETIN|D|0| 97| 62|-167|  1| 79| -29|316| 28| 52| 12| 1|  SS|-0.233|FM| 3.09|   4.8417e+13|KP198211081302   |198200202| 511949| 106029|1982/11/08|13:02:00.0| 46.150|   6.270|    4.0| 3.8| 49.0|  6.0|  6.0|-0.5|Annemasse|6|
